time,open,high,low,close,Smoothed HA (Open),Smoothed HA (High),Smoothed HA (Low),Smoothed HA (Close),TDFI,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1447857000,9.80125,10.116875,9.7825,10.0925,9.930359604936521,10.029186886089333,9.791771877291497,9.919524127660097,0.0016067485321436818,58.824051352325206,62.310686380201375,NaN,NaN,NaN,NaN,NaN,NaN
1447943400,10.10625,10.20375,10.07625,10.11,9.92494186629831,10.032669845080195,9.796231041806765,9.921205105664779,0.002106699618589293,59.169367006837255,61.569640244259126,NaN,NaN,NaN,NaN,NaN,NaN
1448029800,10.20375,10.262625,10.186263,10.24375,9.923073485981545,10.042603235972251,9.812109720802711,9.932343343645936,0.008426809036429384,61.80576455893655,60.78840246804767,NaN,NaN,NaN,NaN,61.80576455893655,NaN
1448289000,10.24875,10.33,10.1025,10.18875,9.927708414813742,10.05875358075215,9.832338928368504,9.949226185810316,0.0047673662774878915,60.08760588270756,59.8207611862451,NaN,NaN,NaN,NaN,NaN,NaN
1448375400,10.055,10.2175,9.955,10.17625,9.93846730031203,10.074812784092341,9.849935706049125,9.965543173182825,0.003481582916268741,59.68153088745011,58.82170551441853,NaN,NaN,NaN,NaN,NaN,NaN
1448461800,10.19625,10.225,10.14625,10.18625,9.952005236747429,10.09052802652363,9.871510880990726,9.983834522641022,0.0031220362604053105,59.91491902754551,58.034751993955815,NaN,NaN,NaN,NaN,NaN,NaN
1448634600,10.2275,10.25725,10.150013,10.21875,9.967919879694227,10.106559617687598,9.895160448315577,10.003667367397632,0.0036272221742962695,60.71092189506072,57.27541483828872,NaN,NaN,NaN,NaN,NaN,NaN
1448893800,10.26875,10.275,10.0975,10.16375,9.98579362354593,10.122859786394464,9.917680887654837,10.02347555711412,0.0012856125692039852,58.59049621583868,56.96165147288424,NaN,NaN,NaN,NaN,NaN,NaN
1448980200,10.24125,10.3675,10.21875,10.3675,10.004634590330026,10.141858749367012,9.942709251587571,10.045835566523863,0.010566296811764646,63.654832266545725,57.163139057082375,NaN,NaN,NaN,NaN,63.654832266545725,NaN
1449066600,10.3825,10.47125,10.2075,10.245,10.025235078426945,10.16546603038609,9.968217189374357,10.07008406649158,0.00236976017823378,58.9841435685967,57.08252821746594,NaN,NaN,NaN,NaN,NaN,NaN
1449153000,10.2925,10.32375,9.77,9.8925,10.047659572459263,10.186501779485273,9.978740116673798,10.086303423776032,-0.00029286161773333275,48.05685102325621,56.702192573542106,NaN,NaN,48.05685102325621,NaN,NaN,NaN
1449239400,9.9425,10.385,9.91,10.34875,10.066981498117649,10.207145486585212,9.983511989769331,10.099153045635012,0.004106570470961908,58.71726740849843,57.80521966786576,NaN,NaN,NaN,NaN,NaN,NaN
1449498600,10.36125,10.37125,10.16125,10.26,10.083067271876331,10.226389770293924,9.992582020857437,10.11401219594937,0.0011521857123954454,56.29690402937989,58.22764698670229,NaN,NaN,NaN,NaN,NaN,NaN
