Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2019-04-04,60.39102554321289,60.42432825763973,59.850738110058366,59.94070322017704,19000000
2019-04-05,60.0008430480957,60.4516659359189,59.89547040790372,60.39052879606303,18144000
2019-04-08,59.836326599121094,60.07739396915674,59.63850118630609,60.037629419177286,17204000
2019-04-09,59.508766174316406,59.75927599079197,59.301498311175244,59.4466354926159,17528000
2019-04-10,59.7528190612793,59.8335881905618,59.46825947199202,59.67925502827534,14492000
2019-04-11,59.87509536743164,60.041108386144465,59.651923176736126,59.84229321539487,14204000
2019-04-12,60.5336799621582,60.55753641629632,60.04856080645527,60.142503889965624,18668000
2019-04-15,60.6942253112793,60.84830820025801,60.09826901039699,60.54014242230058,23748000
2019-04-16,60.99394226074219,61.17735368572751,60.64551516031883,60.888072844980286,17126000
2019-04-17,61.45172119140625,61.66147292430445,61.02823596180556,61.28570818585922,24438000
2019-04-18,61.45321273803711,61.73304731164475,61.365731489428775,61.59288163861769,26636000
2019-04-22,62.073028564453125,62.085451667629265,61.05259350438901,61.43432330750853,16146000
2019-04-23,62.853885650634766,63.075070732506155,61.950753366644044,62.16497984229132,26398000
2019-04-24,62.42891311645508,63.0258667553675,62.37920932562287,62.83251608906995,20376000
2019-04-25,62.79920959472656,62.99593906032748,62.23158452573762,62.86481768455966,22146000
2019-04-26,63.23313522338867,63.27737072544519,62.64363695800594,63.07507436087537,24828000
2019-04-29,63.998573303222656,64.08257713598137,62.94061495697756,63.3235885518735,49988000
2019-04-30,59.07286071777344,59.28808074218512,58.402843626234905,58.89988910390499,124140000
2019-05-01,58.05888748168945,59.05148811958985,58.014155208939115,59.05148811958985,52784000
2019-05-02,57.78700256347656,58.362579775820286,57.408848778648974,58.04298067000917,38896000
2019-05-03,58.91977310180664,58.98935916734376,58.10461879795232,58.3357431315957,39614000
2019-05-06,59.11809539794922,59.19066209836719,57.9684274127006,57.9684274127006,31278000
2019-05-07,58.358116149902344,59.170286069849965,57.708971031905264,58.67473086877776,31028000
2019-05-08,57.96892166137695,58.672438650754465,57.94257755362947,58.25422451820465,26186000
2019-05-09,57.77557373046875,58.13742506543789,57.2024803354242,57.609063944707124,23714000
2019-05-10,57.86951446533203,58.28355343685218,56.787445495900485,57.83571497866141,26290000
2019-05-13,56.26704025268555,57.05783750859546,55.773968958166975,56.7606045274869,37212000
2019-05-14,55.69096374511719,56.68406117130293,55.646728244103535,56.524509995165054,36732000
2019-05-15,57.86652755737305,58.22042671128322,55.50337737152706,55.56322138322669,45786000
2019-05-16,58.600669860839844,59.05695725175663,57.79843544513029,57.88144195006511,30628000
2019-05-17,57.77159881591797,58.65882304126129,57.65777345743007,58.07827427454921,24172000
2019-05-20,56.60602569580078,57.00102804920294,56.23786422310848,56.886853814050035,27066000
2019-05-21,57.141841888427734,57.29483264255054,56.56079632232227,57.08517948886143,23196000
2019-05-22,57.230812072753906,57.58371392245589,56.95594521368353,56.99869419071677,18290000
2019-05-23,56.70146179199219,56.96007168008678,56.127572032700094,56.688041350999065,23978000
2019-05-24,56.33861541748047,57.14855171375573,56.24865030481726,57.029011575225866,22240000
2019-05-28,56.37240982055664,57.23910703201099,56.3212119249021,56.3649544422249,27300000
