time,open,high,low,close,Volume,Smoothed HA (Open),Smoothed HA (High),Smoothed HA (Low),Smoothed HA (Close),TDFI,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
921076200,51.125,51.15625,50.28125,51.0625,5232202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921162600,51.4375,51.734375,50.3125,51.3125,9688602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921249000,51.125,51.15625,49.65625,50.0625,8743602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921508200,50.4375,51.5625,49.90625,51.5,6369000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921594600,51.71875,52.15625,51.15625,51.9375,4905800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921681000,51.9375,52,51.40625,51.5625,3965000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921767400,51.5,52.59375,51.484375,52.5625,4848400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
921853800,53.25,53.25,51.1875,51.21875,7160400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922113000,51.4375,51.5625,50.5,50.59375,5024800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922199400,50.3125,50.5,48.71875,48.8125,10962398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922285800,49.25,50.5,48.5,50.46875,8447000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922372200,51.25,52.3125,50.91406,52.3125,8133800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922458600,51.875,52.46875,51.53125,51.75,8256204,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922717800,52.375,53.65625,52.0625,53.625,5113800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922804200,53.5625,54,53.03125,53.25,4940600,NaN,NaN,NaN,NaN,NaN,57.383966244725734,NaN,NaN,NaN,NaN,NaN,NaN,NaN
922890600,54.125,54.1875,52.3125,52.46875,8256602,NaN,NaN,NaN,NaN,NaN,54.2997542997543,NaN,NaN,NaN,54.2997542997543,NaN,NaN,NaN
922977000,54,54.0625,52.6875,53.5625,8715796,NaN,NaN,NaN,NaN,NaN,57.72542506228418,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923319000,54.429685,55.578125,54.09375,55.5,5697200,NaN,NaN,NaN,NaN,NaN,63.01436349677461,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923405400,55.4375,56.21875,54.96875,55.609375,7522400,51.54699592520488,52.475764476070125,51.0826814530434,51.844149594492954,NaN,63.293548893451515,NaN,NaN,NaN,NaN,NaN,63.293548893451515,NaN
923491800,56.125,56.25,53.84375,55.03125,11923602,51.79552272906587,52.825501893290394,51.39960376616963,52.181367322934584,NaN,60.68597685471815,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923578200,54.9375,55.734375,53.8125,55.46875,7952400,52.070222273541376,53.1557847298332,51.691523537232,52.49989865939767,NaN,61.96307211136767,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923664600,55.375,55.9375,55.21875,55.8125,4946800,52.35196912354864,53.46884068719382,52.003543432332194,52.815148193413535,NaN,62.98061867544612,NaN,NaN,NaN,NaN,NaN,NaN,NaN
923923800,54.5,55.8125,54.4375,55.4375,10934000,52.638302105182184,53.75588341279245,52.29287762880977,53.0999590982204,NaN,61.06155252365399,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924010200,55.78125,55.90625,54.25,54.6875,9962204,52.913920694456735,54.01912247991906,52.55126241723493,53.35859419653837,NaN,57.300933008040886,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924096600,55.375,55.4375,52.50781,52.8125,21253796,53.17290388502473,54.24222888089079,52.722794303131614,53.55403118974169,NaN,49.15108749332411,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924183000,53,53.617185,51.125,53.53125,17650602,53.39345098790545,54.370918492090354,52.78480178697546,53.66054116239047,NaN,51.971103421056405,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924269400,53.40625,53.40625,51.6875,51.96875,17274000,53.551527989211614,54.42517621555154,52.79003648981388,53.69735019656394,NaN,45.99878317846696,NaN,NaN,NaN,NaN,NaN,NaN,NaN
924528600,52.3125,52.75,49.00781,49.53125,19460602,53.64451065893986,54.406119775370954,52.668508431720134,53.62952946087629,NaN,38.55532432642841,56.098964970678075,NaN,NaN,38.55532432642841,NaN,NaN,NaN
924615000,49.3125,51.0625,48.84375,50.65625,17413602,53.65344225031432,54.28283009970061,52.460716643022,53.46311130026303,NaN,43.12945356594589,55.08078549362237,NaN,NaN,NaN,NaN,NaN,NaN
924701400,51.125,53.1875,50.4375,53.15625,10940398,53.57171311289379,54.16408808211301,52.25473315990931,53.30256529852149,NaN,51.72911924046798,54.897168703673344,NaN,NaN,NaN,NaN,NaN,NaN
924787800,53.65625,54.75,53.304685,54.59375,13630602,53.4481325728391,54.10396861307956,52.151552541960825,53.22066610566901,NaN,55.862056295826164,54.764070934640635,NaN,NaN,NaN,NaN,NaN,NaN
924874200,54.3125,55.71875,53.75,55.3125,7064400,53.34339391236161,54.11710455155867,52.135322457484214,53.2171723119192,NaN,57.80726384117703,54.39213524495509,NaN,NaN,NaN,NaN,NaN,NaN
925133400,55.6875,57,55.50781,56.585935,5421000,53.28764230831931,54.22120035991051,52.23594488167808,53.313284365295964,NaN,61.07999509042945,54.23402425902494,NaN,NaN,NaN,NaN,61.07999509042945,NaN
925219800,57,57.28125,55.00781,55.71875,16482796,53.306484497317655,54.39204299657875,52.3949355993061,53.474769893083845,NaN,57.79250945059738,54.027348015873464,NaN,NaN,NaN,NaN,NaN,NaN
925306200,55.25,55.4375,53.57031,53.8125,7676800,53.3955535992544,54.540969290659845,52.540222754104825,53.61734475406305,NaN,51.26111780841015,53.26292270851935,NaN,NaN,NaN,NaN,NaN,NaN
925392600,53.5625,53.875,52.25,53.375,19148204,53.51047987088443,54.61864823824604,52.62788695676827,53.70116033028671,NaN,49.86815238798674,52.326317973700824,NaN,NaN,NaN,NaN,NaN,NaN
925479000,54.125,54.40625,51.8125,53.71875,15295204,53.609117941315695,54.66362676553114,52.65961631700518,53.75113487865836,NaN,50.99494116066526,51.60727430491591,NaN,NaN,NaN,NaN,NaN,NaN
925738200,53.5625,53.78125,52.53906,53.4375,11109796,53.682824643311676,54.66456687832427,52.67687129974212,53.77066966298456,NaN,50.00462585792131,51.0861095084788,NaN,NaN,NaN,NaN,NaN,NaN
925824600,53.53125,54.375,52.28125,52.59375,15428398,53.72895479859556,54.65562375124119,52.67534376588033,53.764726595864595,-0.0026677838438920157,47.052498927859226,50.93621032523131,NaN,NaN,NaN,NaN,NaN,NaN
925911000,52.625,54.1875,51.03125,54.1875,12642602,53.74864695259616,54.63416186447511,52.619970994753665,53.73572622544992,0.0007888953610212453,52.729350149905414,50.99037080586338,NaN,NaN,NaN,NaN,NaN,NaN
925997400,53.6875,54.15625,51.71875,52.21875,15173398,53.74366443432257,54.603996076987904,52.5531108423547,53.690183374992166,-0.009197655651571227,46.14727067753917,51.000977055797115,NaN,NaN,46.14727067753917,NaN,NaN,NaN
926083800,52.6875,53.125,51.5625,52.96875,16430398,53.718133050811524,54.53491001835637,52.475605753811436,53.623192016421534,-0.0013579154485940347,48.77078695351668,51.73065295773199,NaN,NaN,NaN,NaN,NaN,NaN
926343000,53.3125,53.859375,52.6875,53.5,10604204,53.67165183501538,54.46633059007059,52.430726950611025,53.56897967667023,-0.0000018594073010881313,50.60635090162046,52.26471705313731,NaN,NaN,NaN,NaN,NaN,NaN
926429400,53.9375,54.625,53.625,54.34375,8800796,53.62112518426005,54.42566731691827,52.440164216217,53.55132787314514,0.0001533825977486102,53.45862074549491,52.388252874924945,NaN,NaN,NaN,NaN,NaN,NaN
926515800,54.59375,55.65625,53,55.46875,12507398,53.586888788316706,54.439126867389255,52.464988692656796,53.57681252125991,0.05905757343066774,57.022205127398024,52.471120648608654,NaN,NaN,NaN,NaN,57.022205127398024,NaN
926602200,55.90625,56,54.1875,54.4375,9864000,53.58239250356349,54.49973609150986,52.5385492531609,53.64531050813806,0.0050195490316512935,53.01499046697069,52.12881540759391,NaN,NaN,NaN,NaN,NaN,NaN
926688600,53.375,54,53,53.40625,12205398,53.61429483666683,54.52378900711093,52.60304684314593,53.684553028010605,-0.00015230176372885685,49.28507727257432,51.28632127774712,NaN,NaN,NaN,NaN,NaN,NaN
926947800,52.9375,54.53125,52.41406,54.367185,9906796,53.64978665755186,54.54013719004682,52.639975416833565,53.70678796187535,0.002156375331754409,52.62951131781659,50.91753569683421,NaN,NaN,NaN,NaN,NaN,NaN
927034200,54.3125,54.625,53.5,54.125,9267796,53.67858408488799,54.55388639713459,52.693126762299386,53.73601422464843,0.0003882370368713357,51.704068690033274,50.949175045521564,NaN,NaN,NaN,NaN,NaN,NaN
927120600,54.34375,54.90625,53.5,54.875,7985600,53.707541970819975,54.57473879536245,52.75538091051041,53.777735467508144,0.01358008841584667,54.37941331880877,51.27140796915172,NaN,NaN,NaN,NaN,NaN,NaN
927207000,54.992185,54.992185,53.28125,53.367185,5997200,53.74283738684278,54.60249771333771,52.814439277147194,53.818241945207355,-0.0006101271954886924,48.55592868994544,51.09719279267173,NaN,NaN,NaN,NaN,NaN,NaN
927293400,53.53125,53.6875,52.59375,52.875,10471602,53.78070221230766,54.590832271210814,52.84667870350249,53.823990349445424,-0.00008878413455706084,46.794331296839616,50.86788603830875,NaN,NaN,NaN,NaN,NaN,NaN
